institution,campaign,total_distance_km,available_distance_km,availability
NPI,2008_BELISSIMA,103,0,
NPI,2010_SRM,"3,843",0,
NPI,2012_ICERISES,679,0,
NPI,2015_POLARGAP,"2,762",0,
NPI,2016_MADICE,975,0,
NPI,Total,"8,362",0,N/A
