institution,campaign,total_distance_km,available_distance_km,availability
NIPR,1992_JARE33,451,0,
NIPR,1996_JARE37,"18,692",0,
NIPR,1999_JARE40,170,0,
NIPR,2007_JARE49,"264,642",0,
NIPR,2007_JASE,"3,465",0,
NIPR,2012_JARE54,"5,603",0,
NIPR,2017_JARE59,"905,152",0,
NIPR,2018_JARE60,"306,019",0,
NIPR,Total,"1,504,194",0,N/A
