institution,campaign,total_distance_km,available_distance_km,availability
NPI,2008_BELISSIMA,103.42,0.0,
NPI,2010_SRM,3842.89,0.0,
NPI,2012_ICERISES,678.53,0.0,
NPI,2015_POLARGAP,2761.89,0.0,
NPI,2016_MADICE,975.36,0.0,
NPI,Total,8362.09,0.0,N/A
