institution,campaign,total_distance_km,available_distance_km,availability
NIPR,1992_JARE33,450.75,0.0,
NIPR,1996_JARE37,18691.53,0.0,
NIPR,1999_JARE40,169.67,0.0,
NIPR,2007_JARE49,264642.1,0.0,
NIPR,2007_JASE,3465.34,0.0,
NIPR,2012_JARE54,5603.39,0.0,
NIPR,2017_JARE59,905152.48,0.0,
NIPR,2018_JARE60,306018.56,0.0,
NIPR,Total,1504193.8199999998,0.0,N/A
